"item_id","item_name","quality","item_level","required_level","item_class","item_subclass","purchase_price_gold","purchase_price_silver","sell_price_gold","sell_price_silver","max_count","is_stackable"
1710,"Greater Healing Potion","Common",31,21,"Consumable","Potion",0,5,0,1,0,1
1711,"Scroll of Stamina II","Common",15,15,"Consumable","Scroll",0,3,0,0,0,1
1715,"Polished Jazeraint Armor","Rare",44,39,"Armor","Mail",5,15,1,3,0,0
1716,"Robe of the Magi","Rare",40,35,"Armor","Cloth",2,53,0,50,0,0
1717,"Double Link Tunic","Rare",30,25,"Armor","Mail",1,55,0,31,0,0
1718,"Basilisk Hide Pants","Rare",43,38,"Armor","Leather",4,2,0,80,0,0
1720,"Tanglewood Staff","Rare",46,41,"Weapon","Staff",13,10,2,62,0,0
1721,"Viking Warhammer","Rare",54,49,"Weapon","Mace",17,90,3,58,0,0
1725,"Large Knapsack","Common",35,0,"Container","Bag",2,0,0,50,0,0
1726,"Poison-Tipped Bone Spear","Rare",36,31,"Weapon","Polearm",6,9,1,21,0,0
1727,"Sword of Decay","Rare",35,30,"Weapon","Sword",4,44,0,88,0,0
1770,"Canvas Vest","Poor",17,12,"Armor","Cloth",0,7,0,1,0,0
1777,"Brocade Shoulderpads","Poor",22,17,"Armor","Cloth",0,11,0,2,0,0
1809,"Tough Leather Shoulderpads","Poor",26,21,"Armor","Leather",0,22,0,4,0,0
1812,"Short-Handled Battle Axe","Poor",17,12,"Weapon","Axe",0,22,0,4,0,0
1926,"Weighted Sap","Rare",20,15,"Weapon","Mace",0,83,0,16,0,0
1927,"Deadmines Cleaver","Rare",20,15,"Weapon","Axe",0,83,0,16,0,0
1930,"Stonemason Cloak","Rare",20,15,"Armor","Cloth",0,25,0,5,0,0
1951,"Blackwater Cutlass","Rare",20,15,"Weapon","Sword",0,86,0,17,0,0
1975,"Pysan's Old Greatsword","Rare",35,30,"Weapon","Sword",5,59,1,11,0,0
1981,"Icemail Jerkin","Epic",44,39,"Armor","Mail",7,5,1,41,0,0
1982,"Nightblade","Epic",44,39,"Weapon","Sword",14,75,2,95,0,0
1990,"Ballast Maul","Uncommon",36,31,"Weapon","Mace",5,3,1,0,0,0
1992,"Swampchill Fetish","Rare",38,33,"Armor","Miscellaneous",2,73,0,54,0,0
1994,"Ebonclaw Reaver","Uncommon",46,41,"Weapon","Axe",8,34,1,66,0,0
2011,"Twisted Sabre","Rare",26,21,"Weapon","Sword",1,92,0,38,0,0
2034,"Scholarly Robes","Uncommon",25,20,"Armor","Cloth",0,51,0,10,0,0
2059,"Sentry Cloak","Rare",24,19,"Armor","Cloth",0,43,0,8,0,0
2072,"Dwarven Magestaff","Uncommon",27,22,"Weapon","Staff",2,20,0,44,0,0
2073,"Dwarven Hatchet","Uncommon",15,10,"Weapon","Axe",0,37,0,7,0,0
2075,"Heavy Mace","Uncommon",12,7,"Weapon","Mace",0,19,0,3,0,0
2077,"Magician Staff","Uncommon",29,24,"Weapon","Staff",2,52,0,50,0,0
2078,"Northern Shortsword","Uncommon",18,13,"Weapon","Sword",0,53,0,10,0,0
2079,"Sergeant's Warhammer","Uncommon",17,12,"Weapon","Mace",0,46,0,9,0,0
2080,"Hillborne Axe","Uncommon",34,29,"Weapon","Axe",3,29,0,65,0,0
2087,"Hard Crawler Carapace","Uncommon",13,8,"Armor","Leather",0,12,0,2,0,0
2091,"Magic Dust","Common",20,10,"Consumable","Other",0,8,0,2,0,1
2098,"Double-Barreled Shotgun","Rare",27,22,"Weapon","Gun",1,51,0,30,0,0
2099,"Dwarven Hand Cannon","Epic",58,53,"Weapon","Gun",22,52,4,50,0,0
2140,"Carving Knife","Uncommon",11,6,"Weapon","Dagger",0,16,0,3,0,0
2163,"Shadowblade","Epic",53,48,"Weapon","Dagger",23,35,4,67,0,0
2164,"Gut Ripper","Epic",45,40,"Weapon","Dagger",13,51,2,70,0,0
2194,"Diamond Hammer","Rare",25,20,"Weapon","Mace",1,63,0,32,0,0
2203,"Brashclaw's Chopper","Uncommon",19,14,"Weapon","Axe",0,74,0,14,0,0
2236,"Blackfang","Rare",25,20,"Weapon","Dagger",1,69,0,33,0,0
2246,"Myrmidon's Signet","Epic",58,53,"Armor","Miscellaneous",12,0,3,0,0,0
2251,"Gooey Spider Leg","Common",25,0,"Trade Goods","Meat",0,0,0,0,0,1
2256,"Skeletal Club","Rare",24,19,"Weapon","Mace",1,49,0,29,0,0
2276,"Swampwalker Boots","Rare",37,32,"Armor","Leather",2,4,0,40,0,0
2277,"Necromancer Leggings","Rare",35,30,"Armor","Cloth",1,81,0,36,0,0
2278,"Forest Tracker Epaulets","Rare",31,26,"Armor","Leather",1,16,0,23,0,0
2287,"Haunch of Meat","Common",15,5,"Consumable","Food & Drink",0,1,0,0,0,1
2289,"Scroll of Strength II","Common",15,15,"Consumable","Scroll",0,3,0,0,0,1
2290,"Scroll of Intellect II","Common",15,15,"Consumable","Scroll",0,3,0,0,0,1
2296,"Great Goretusk Snout","Poor",16,0,"Trade Goods","Meat",0,2,0,0,0,1
2299,"Burning War Axe","Rare",33,28,"Weapon","Axe",4,37,0,87,0,0
2300,"Embossed Leather Vest","Uncommon",12,7,"Armor","Leather",0,9,0,1,0,0
2303,"Handstitched Leather Pants","Common",10,5,"Armor","Leather",0,3,0,0,0,0
2304,"Light Armor Kit","Common",5,1,"Consumable","Item Enhancement",0,0,0,0,0,1
2310,"Embossed Leather Cloak","Uncommon",13,8,"Armor","Cloth",0,7,0,1,0,0
2313,"Medium Armor Kit","Common",15,5,"Consumable","Item Enhancement",0,8,0,2,0,1
2314,"Toughened Leather Armor","Rare",24,19,"Armor","Leather",0,74,0,14,0,0
2315,"Dark Leather Boots","Uncommon",20,15,"Armor","Leather",0,25,0,5,0,0
2316,"Dark Leather Cloak","Uncommon",22,17,"Armor","Cloth",0,27,0,5,0,0
2318,"Light Leather","Common",10,0,"Trade Goods","Leather",0,0,0,0,0,1
2319,"Medium Leather","Common",20,0,"Trade Goods","Leather",0,2,0,0,0,1
2406,"Pattern: Fine Leather Boots","Uncommon",15,0,"Recipe","Leatherworking",0,1,0,0,0,0
2407,"Pattern: White Leather Jerkin","Uncommon",13,0,"Recipe","Leatherworking",0,6,0,1,0,0
2408,"Pattern: Fine Leather Gloves","Uncommon",15,0,"Recipe","Leatherworking",0,5,0,1,0,0
2409,"Pattern: Dark Leather Tunic","Uncommon",20,0,"Recipe","Leatherworking",0,14,0,3,0,0
2447,"Peacebloom","Common",5,0,"Trade Goods","Herb",0,0,0,0,0,1
2449,"Earthroot","Common",10,0,"Trade Goods","Herb",0,0,0,0,0,1
2450,"Briarthorn","Common",15,0,"Trade Goods","Herb",0,1,0,0,0,1
2452,"Swiftthistle","Common",15,0,"Trade Goods","Herb",0,0,0,0,0,1
2453,"Bruiseweed","Common",20,0,"Trade Goods","Herb",0,1,0,0,0,1
2454,"Elixir of Lion's Strength","Common",5,1,"Consumable","Elixir",0,0,0,0,0,1
2455,"Minor Mana Potion","Common",15,5,"Consumable","Potion",0,0,0,0,0,1
2456,"Minor Rejuvenation Potion","Common",15,5,"Consumable","Potion",0,0,0,0,0,1
2458,"Elixir of Minor Fortitude","Common",12,2,"Consumable","Elixir",0,0,0,0,0,1
2459,"Swiftness Potion","Common",15,5,"Consumable","Potion",0,1,0,0,0,1
2553,"Recipe: Elixir of Minor Agility","Uncommon",12,0,"Recipe","Alchemy",0,1,0,0,0,0
2555,"Recipe: Swiftness Potion","Uncommon",15,0,"Recipe","Alchemy",0,1,0,0,0,0
2564,"Elven Spirit Claws","Rare",50,45,"Armor","Leather",3,40,0,68,0,0
2565,"Rod of Molten Fire","Rare",35,30,"Armor","Miscellaneous",1,24,0,31,0,0
2567,"Evocator's Blade","Rare",25,20,"Weapon","Dagger",1,60,0,32,0,0
2572,"Red Linen Robe","Uncommon",10,5,"Armor","Cloth",0,4,0,0,0,0
2575,"Red Linen Shirt","Common",1,0,"Armor","Miscellaneous",0,1,0,0,0,0
2580,"Reinforced Linen Cape","Uncommon",12,7,"Armor","Cloth",0,5,0,1,0,0
2581,"Heavy Linen Bandage","Common",1,0,"Consumable","Bandage",0,0,0,0,0,1
2582,"Green Woolen Vest","Uncommon",17,12,"Armor","Cloth",0,18,0,3,0,0
2587,"Gray Woolen Shirt","Common",1,0,"Armor","Miscellaneous",0,8,0,2,0,0
2589,"Linen Cloth","Common",5,0,"Trade Goods","Cloth",0,0,0,0,0,1
2592,"Wool Cloth","Common",15,0,"Trade Goods","Cloth",0,1,0,0,0,1
2596,"Skin of Dwarven Stout","Common",15,0,"Consumable","Food & Drink",0,1,0,0,0,1
2598,"Pattern: Red Linen Robe","Uncommon",10,0,"Recipe","Tailoring",0,1,0,0,0,0
2632,"Curved Dagger","Uncommon",14,9,"Weapon","Dagger",0,30,0,6,0,0
2657,"Red Leather Bag","Common",15,0,"Container","Bag",0,35,0,8,0,0
2672,"Stringy Wolf Meat","Common",5,0,"Trade Goods","Meat",0,0,0,0,0,1
2673,"Coyote Meat","Common",10,0,"Trade Goods","Meat",0,0,0,0,0,1
2674,"Crawler Meat","Common",13,0,"Trade Goods","Meat",0,0,0,0,0,1
2675,"Crawler Claw","Common",13,0,"Trade Goods","Meat",0,0,0,0,0,1
2677,"Boar Ribs","Common",14,0,"Trade Goods","Meat",0,0,0,0,0,1
2680,"Spiced Wolf Meat","Common",7,1,"Consumable","Food & Drink",0,0,0,0,0,1
2683,"Crab Cake","Common",15,5,"Consumable","Food & Drink",0,1,0,0,0,1
2684,"Coyote Steak","Common",15,5,"Consumable","Food & Drink",0,0,0,0,0,1
2687,"Dry Pork Ribs","Common",15,5,"Consumable","Food & Drink",0,1,0,0,0,1
2697,"Recipe: Goretusk Liver Pie","Common",15,0,"Recipe","Cooking",0,4,0,1,0,0
2699,"Recipe: Redridge Goulash","Common",20,0,"Recipe","Cooking",0,8,0,2,0,0
2700,"Recipe: Succulent Pork Ribs","Common",20,0,"Recipe","Cooking",0,4,0,1,0,0
2701,"Recipe: Seasoned Wolf Kabob","Common",25,0,"Recipe","Cooking",0,16,0,4,0,0
2721,"Holy Shroud","Rare",32,27,"Armor","Cloth",0,99,0,19,0,0
2723,"Bottle of Dalaran Noir","Common",1,1,"Consumable","Food & Drink",0,0,0,0,0,1
2730,"Green Hills of Stranglethorn - Page 6","Common",1,0,"Quest","Quest",0,15,0,3,0,1
2732,"Green Hills of Stranglethorn - Page 8","Common",1,0,"Quest","Quest",0,15,0,3,0,1
2734,"Green Hills of Stranglethorn - Page 10","Common",1,0,"Quest","Quest",0,15,0,3,0,1
2738,"Green Hills of Stranglethorn - Page 14","Common",1,0,"Quest","Quest",0,15,0,3,0,1
2742,"Green Hills of Stranglethorn - Page 18","Common",1,0,"Quest","Quest",0,15,0,3,0,1
2744,"Green Hills of Stranglethorn - Page 20","Common",1,0,"Quest","Quest",0,15,0,3,0,1
2745,"Green Hills of Stranglethorn - Page 21","Common",1,0,"Quest","Quest",0,15,0,3,0,1
2749,"Green Hills of Stranglethorn - Page 25","Common",1,0,"Quest","Quest",0,15,0,3,0,1
2751,"Green Hills of Stranglethorn - Page 27","Common",1,0,"Quest","Quest",0,15,0,3,0,1
2770,"Copper Ore","Common",10,0,"Trade Goods","Metal & Stone",0,0,0,0,0,1
2771,"Tin Ore","Common",20,0,"Trade Goods","Metal & Stone",0,1,0,0,0,1
2772,"Iron Ore","Common",30,0,"Trade Goods","Metal & Stone",0,6,0,1,0,1
2775,"Silver Ore","Uncommon",10,0,"Trade Goods","Metal & Stone",0,3,0,0,0,1
2776,"Gold Ore","Uncommon",25,0,"Trade Goods","Metal & Stone",0,20,0,5,0,1
2799,"Gorilla Fang","Common",1,0,"Quest","Quest",0,2,0,0,0,1
2800,"Black Velvet Robes","Rare",26,21,"Armor","Cloth",0,76,0,15,0,0
2802,"Blazing Emblem","Rare",43,38,"Armor","Miscellaneous",0,65,0,16,0,0
2815,"Curve-Bladed Ripper","Rare",45,40,"Weapon","Axe",9,88,1,97,0,0
2825,"Bow of Searing Arrows","Epic",42,37,"Weapon","Bow",7,36,1,47,0,0
2835,"Rough Stone","Common",5,0,"Trade Goods","Metal & Stone",0,0,0,0,0,1
2836,"Coarse Stone","Common",15,0,"Trade Goods","Metal & Stone",0,0,0,0,0,1
2838,"Heavy Stone","Common",25,0,"Trade Goods","Metal & Stone",0,2,0,0,0,1
2840,"Copper Bar","Common",10,0,"Trade Goods","Metal & Stone",0,0,0,0,0,1
2841,"Bronze Bar","Common",20,0,"Trade Goods","Metal & Stone",0,2,0,0,0,1
2842,"Silver Bar","Uncommon",10,0,"Trade Goods","Metal & Stone",0,4,0,1,0,1
2847,"Copper Shortsword","Common",9,4,"Weapon","Sword",0,5,0,1,0,0
2849,"Bronze Axe","Uncommon",23,18,"Weapon","Axe",1,5,0,21,0,0
2850,"Bronze Shortsword","Uncommon",24,19,"Weapon","Sword",1,19,0,23,0,0
2852,"Copper Chain Pants","Common",9,4,"Armor","Mail",0,3,0,0,0,0
2853,"Copper Bracers","Common",7,2,"Armor","Mail",0,0,0,0,0,0
2854,"Runed Copper Bracers","Uncommon",19,14,"Armor","Mail",0,18,0,3,0,0
2857,"Runed Copper Belt","Uncommon",18,13,"Armor","Mail",0,16,0,3,0,0
2862,"Rough Sharpening Stone","Common",5,1,"Consumable","Other",0,0,0,0,0,1
2863,"Coarse Sharpening Stone","Common",15,5,"Consumable","Other",0,0,0,0,0,1
2865,"Rough Bronze Leggings","Uncommon",21,16,"Armor","Mail",0,48,0,9,0,0
2866,"Rough Bronze Cuirass","Uncommon",23,18,"Armor","Mail",0,62,0,12,0,0
2868,"Patterned Bronze Bracers","Uncommon",25,20,"Armor","Mail",0,40,0,8,0,0
2871,"Heavy Sharpening Stone","Common",25,15,"Consumable","Other",0,1,0,0,0,1
2877,"Combatant Claymore","Rare",33,28,"Weapon","Sword",4,26,0,85,0,0
2878,"Bearded Boneaxe","Rare",30,25,"Weapon","Axe",2,57,0,51,0,0
2881,"Plans: Runed Copper Breastplate","Uncommon",18,0,"Recipe","Blacksmithing",0,6,0,1,0,0
2882,"Plans: Silvered Bronze Shoulders","Uncommon",25,0,"Recipe","Blacksmithing",0,12,0,3,0,0
2883,"Plans: Deadly Bronze Poniard","Uncommon",25,0,"Recipe","Blacksmithing",0,15,0,3,0,0
2886,"Crag Boar Rib","Common",5,0,"Trade Goods","Meat",0,0,0,0,0,1
2888,"Beer Basted Boar Ribs","Common",8,1,"Consumable","Food & Drink",0,0,0,0,0,1
2889,"Recipe: Beer Basted Boar Ribs","Common",8,0,"Recipe","Cooking",0,2,0,0,0,0
2901,"Mining Pick","Common",4,1,"Weapon","Miscellaneous",0,0,0,0,0,0
2911,"Keller's Girdle","Rare",23,18,"Armor","Cloth",0,26,0,5,0,0
2924,"Crocolisk Meat","Common",14,0,"Trade Goods","Meat",0,0,0,0,0,1
2934,"Ruined Leather Scraps","Common",5,0,"Trade Goods","Leather",0,0,0,0,0,1
2951,"Ring of the Underwood","Rare",36,31,"Armor","Miscellaneous",0,26,0,6,0,0
2957,"Journeyman's Vest","Uncommon",11,6,"Armor","Cloth",0,5,0,1,0,0
2958,"Journeyman's Pants","Uncommon",10,5,"Armor","Cloth",0,4,0,0,0,0
2961,"Burnt Leather Vest","Uncommon",11,6,"Armor","Leather",0,7,0,1,0,0
2962,"Burnt Leather Breeches","Uncommon",10,5,"Armor","Leather",0,6,0,1,0,0
2965,"Warrior's Tunic","Uncommon",11,6,"Armor","Mail",0,9,0,1,0,0
2966,"Warrior's Pants","Uncommon",10,5,"Armor","Mail",0,7,0,1,0,0
2969,"Spellbinder Vest","Uncommon",17,12,"Armor","Cloth",0,19,0,3,0,0
2970,"Spellbinder Pants","Uncommon",16,11,"Armor","Cloth",0,16,0,3,0,0
2973,"Hunting Tunic","Uncommon",17,12,"Armor","Leather",0,24,0,4,0,0
2977,"Veteran Armor","Uncommon",16,11,"Armor","Mail",0,23,0,4,0,0
2978,"Veteran Leggings","Uncommon",15,10,"Armor","Mail",0,20,0,4,0,0
2980,"Veteran Gloves","Uncommon",15,10,"Armor","Mail",0,10,0,2,0,0
2981,"Seer's Robe","Uncommon",21,16,"Armor","Cloth",0,32,0,6,0,0
2983,"Seer's Boots","Uncommon",17,12,"Armor","Cloth",0,14,0,2,0,0
2984,"Seer's Gloves","Uncommon",18,13,"Armor","Cloth",0,10,0,2,0,0
2986,"Inscribed Leather Pants","Uncommon",20,15,"Armor","Leather",0,35,0,7,0,0
2987,"Inscribed Leather Boots","Uncommon",18,13,"Armor","Leather",0,20,0,4,0,0
2989,"Burnished Tunic","Uncommon",21,16,"Armor","Mail",0,50,0,10,0,0
2991,"Burnished Boots","Uncommon",21,16,"Armor","Mail",0,35,0,7,0,0
2992,"Burnished Gloves","Uncommon",20,15,"Armor","Mail",0,20,0,4,0,0
2996,"Bolt of Linen Cloth","Common",10,0,"Trade Goods","Cloth",0,1,0,0,0,1
2997,"Bolt of Woolen Cloth","Common",25,0,"Trade Goods","Cloth",0,4,0,1,0,1
3021,"Ranger Bow","Rare",25,20,"Weapon","Bow",1,21,0,24,0,0
3036,"Heavy Shortbow","Uncommon",15,10,"Weapon","Bow",0,25,0,5,0,0
3037,"Whipwood Recurve Bow","Uncommon",34,29,"Weapon","Bow",2,40,0,48,0,0
3039,"Short Ash Bow","Uncommon",23,18,"Weapon","Bow",0,80,0,16,0,0
3040,"Hunter's Muzzle Loader","Uncommon",19,14,"Weapon","Gun",0,47,0,9,0,0
3041,"""Mage-Eye"" Blunderbuss","Uncommon",31,26,"Weapon","Gun",1,88,0,37,0,0
3042,"BKP ""Sparrow"" Smallbore","Uncommon",33,28,"Weapon","Gun",2,28,0,45,0,0
3045,"Lambent Scale Boots","Uncommon",27,22,"Armor","Mail",0,78,0,15,0,0
3048,"Lambent Scale Legguards","Uncommon",26,21,"Armor","Mail",0,95,0,19,0,0
3057,"Forest Leather Boots","Uncommon",24,19,"Armor","Leather",0,45,0,9,0,0
3058,"Forest Leather Gloves","Uncommon",25,20,"Armor","Leather",0,34,0,6,0,0
3065,"Bright Boots","Uncommon",23,18,"Armor","Cloth",0,32,0,6,0,0
3066,"Bright Gloves","Uncommon",24,19,"Armor","Cloth",0,24,0,4,0,0
3067,"Bright Pants","Uncommon",26,21,"Armor","Cloth",0,63,0,12,0,0
3069,"Bright Robe","Uncommon",27,22,"Armor","Cloth",0,70,0,14,0,0
3075,"Eye of Flame","Epic",55,49,"Armor","Cloth",7,53,1,50,0,0
3172,"Boar Intestines","Poor",10,0,"Trade Goods","Meat",0,0,0,0,0,1
3173,"Bear Meat","Common",11,0,"Trade Goods","Meat",0,0,0,0,0,1
3174,"Spider Ichor","Poor",10,0,"Trade Goods","Meat",0,0,0,0,0,1
3182,"Spider's Silk","Common",20,0,"Trade Goods","Cloth",0,15,0,3,0,1
3184,"Hook Dagger","Uncommon",20,15,"Weapon","Dagger",0,69,0,13,0,0
3185,"Acrobatic Staff","Uncommon",34,29,"Weapon","Staff",4,4,0,80,0,0
3187,"Sacrificial Kris","Uncommon",44,39,"Weapon","Dagger",7,43,1,48,0,0
3190,"Beatstick","Common",8,3,"Weapon","Mace",0,4,0,0,0,0
3192,"Short Bastard Sword","Uncommon",12,7,"Weapon","Sword",0,24,0,4,0,0
3193,"Oak Mallet","Uncommon",21,16,"Weapon","Mace",1,3,0,20,0,0
3194,"Black Malice","Rare",21,16,"Weapon","Mace",1,24,0,24,0,0
3195,"Barbaric Battle Axe","Uncommon",18,13,"Weapon","Axe",0,68,0,13,0,0
3196,"Edged Bastard Sword","Uncommon",18,13,"Weapon","Sword",0,68,0,13,0,0
3197,"Stonecutter Claymore","Uncommon",35,30,"Weapon","Sword",4,64,0,92,0,0
3198,"Battering Hammer","Uncommon",23,18,"Weapon","Mace",1,37,0,27,0,0
3201,"Barbarian War Axe","Uncommon",28,23,"Weapon","Axe",2,24,0,44,0,0
3202,"Forest Leather Bracers","Uncommon",24,19,"Armor","Leather",0,29,0,5,0,0
3203,"Dense Triangle Mace","Rare",28,23,"Weapon","Mace",2,71,0,54,0,0
3205,"Inscribed Leather Bracers","Uncommon",17,12,"Armor","Leather",0,11,0,2,0,0
3206,"Cavalier Two-Hander","Uncommon",28,23,"Weapon","Sword",2,29,0,45,0,0
3208,"Conk Hammer","Uncommon",48,43,"Weapon","Mace",12,68,2,53,0,0
3210,"Brutal War Axe","Uncommon",30,25,"Weapon","Axe",2,81,0,56,0,0
