item_id,item_name,quality,item_level,required_level,item_class,item_subclass,purchase_price_gold,purchase_price_silver,sell_price_gold,sell_price_silver,max_count,is_stackable
236,Cured Leather Armor,Common,22,17,Armor,Leather,0,27,0,5,0,0
237,Cured Leather Pants,Common,22,17,Armor,Leather,0,28,0,5,0,0
238,Cured Leather Boots,Common,22,17,Armor,Leather,0,21,0,4,0,0
239,Cured Leather Gloves,Common,22,17,Armor,Leather,0,14,0,2,0,0
285,Scalemail Vest,Common,22,17,Armor,Mail,0,35,0,7,0,0
286,Scalemail Pants,Common,22,17,Armor,Mail,0,32,0,6,0,0
287,Scalemail Boots,Common,22,17,Armor,Mail,0,24,0,4,0,0
414,Dalaran Sharp,Common,15,5,Consumable,Food & Drink,0,1,0,0,0,1
422,Dwarven Mild,Common,25,15,Consumable,Food & Drink,0,5,0,0,0,1
647,Destiny,Epic,57,52,Weapon,Sword,35,1,7,0,0,0
714,Dirty Leather Gloves,Common,5,1,Armor,Leather,0,0,0,0,0,0
718,Scalemail Gloves,Common,22,17,Armor,Mail,0,16,0,3,0,0
720,Brawler Gloves,Rare,28,23,Armor,Leather,0,53,0,10,0,0
723,Goretusk Liver,Common,12,0,Trade Goods,Meat,0,0,0,0,0,1
727,Notched Shortsword,Uncommon,10,5,Weapon,Sword,0,12,0,2,0,0
728,Recipe: Westfall Stew,Common,15,0,Recipe,Cooking,0,2,0,0,0,0
729,Stringy Vulture Meat,Common,10,0,Trade Goods,Meat,0,0,0,0,0,1
730,Murloc Eye,Common,11,0,Trade Goods,Meat,0,0,0,0,0,1
732,Okra,Common,9,0,Quest,Quest,0,0,0,0,0,1
754,Shortsword of Vengeance,Rare,47,42,Weapon,Sword,11,77,2,35,0,0
765,Silverleaf,Common,5,0,Trade Goods,Herb,0,0,0,0,0,1
766,Flanged Mace,Common,7,2,Weapon,Mace,0,2,0,0,0,0
767,Long Bo Staff,Common,8,3,Weapon,Staff,0,5,0,1,0,0
768,Lumberjack Axe,Common,9,4,Weapon,Axe,0,5,0,1,0,0
769,Chunk of Boar Meat,Common,5,0,Trade Goods,Meat,0,0,0,0,0,1
770,Pointy Crocolisk Tooth,Poor,1,0,Miscellaneous,Junk,0,12,0,3,0,1
771,Chipped Boar Tusk,Poor,1,0,Miscellaneous,Junk,0,1,0,0,0,1
774,Malachite,Uncommon,7,0,Gem,Simple,0,0,0,0,0,1
783,Light Hide,Common,10,0,Trade Goods,Leather,0,2,0,0,0,1
785,Mageroyal,Common,10,0,Trade Goods,Herb,0,0,0,0,0,1
787,Slitherskin Mackerel,Common,5,1,Consumable,Food & Drink,0,0,0,0,0,1
789,Stout Battlehammer,Uncommon,22,17,Weapon,Mace,0,98,0,19,0,0
790,Forester's Axe,Uncommon,23,18,Weapon,Axe,1,1,0,20,0,0
791,Gnarled Ash Staff,Rare,31,26,Weapon,Staff,3,53,0,70,0,0
792,Knitted Sandals,Common,10,5,Armor,Cloth,0,2,0,0,0,0
794,Knitted Pants,Common,10,5,Armor,Cloth,0,2,0,0,0,0
795,Knitted Tunic,Common,10,5,Armor,Cloth,0,2,0,0,0,0
804,Large Blue Sack,Common,25,0,Container,Bag,1,0,0,25,0,0
805,Small Red Pouch,Common,5,0,Container,Bag,0,10,0,2,0,0
809,Bloodrazor,Epic,50,45,Weapon,Sword,19,56,3,91,0,0
810,Hammer of the Northern Wind,Epic,54,49,Weapon,Mace,22,63,4,52,0,0
811,Axe of the Deep Woods,Epic,57,52,Weapon,Axe,27,6,5,41,0,0
812,Glowing Brightwood Staff,Epic,54,49,Weapon,Staff,28,50,5,70,0,0
814,Flask of Oil,Common,1,0,Trade Goods,Parts,0,1,0,0,0,1
818,Tigerseye,Uncommon,15,0,Gem,Simple,0,4,0,1,0,1
828,Small Blue Pouch,Common,5,0,Container,Bag,0,10,0,2,0,0
833,Lifestone,Epic,56,51,Armor,Miscellaneous,11,19,2,79,0,0
837,Heavy Weave Armor,Common,17,12,Armor,Cloth,0,11,0,2,0,0
838,Heavy Weave Pants,Common,17,12,Armor,Cloth,0,11,0,2,0,0
839,Heavy Weave Gloves,Common,17,12,Armor,Cloth,0,5,0,1,0,0
840,Heavy Weave Shoes,Common,17,12,Armor,Cloth,0,8,0,1,0,0
843,Tanned Leather Boots,Common,17,12,Armor,Leather,0,10,0,2,0,0
844,Tanned Leather Gloves,Common,17,12,Armor,Leather,0,7,0,1,0,0
845,Tanned Leather Pants,Common,17,12,Armor,Leather,0,14,0,2,0,0
846,Tanned Leather Jerkin,Common,17,12,Armor,Leather,0,14,0,2,0,0
847,Chainmail Armor,Common,17,12,Armor,Mail,0,17,0,3,0,0
848,Chainmail Pants,Common,17,12,Armor,Mail,0,17,0,3,0,0
849,Chainmail Boots,Common,17,12,Armor,Mail,0,13,0,2,0,0
850,Chainmail Gloves,Common,17,12,Armor,Mail,0,8,0,1,0,0
851,Cutlass,Common,15,10,Weapon,Sword,0,20,0,4,0,0
852,Mace,Common,14,9,Weapon,Mace,0,17,0,3,0,0
856,Blue Leather Bag,Common,15,0,Container,Bag,0,35,0,8,0,0
857,Large Red Sack,Common,25,0,Container,Bag,1,0,0,25,0,0
858,Lesser Healing Potion,Common,13,3,Consumable,Potion,0,1,0,0,0,1
863,Gloom Reaper,Uncommon,37,32,Weapon,Axe,4,48,0,89,0,0
864,Knightly Longsword,Uncommon,38,33,Weapon,Sword,4,85,0,97,0,0
865,Leaden Mace,Uncommon,31,26,Weapon,Mace,2,54,0,50,0,0
866,Monk's Staff,Uncommon,42,37,Weapon,Staff,8,32,1,66,0,0
867,Gloves of Holy Might,Epic,42,37,Armor,Leather,2,67,0,53,0,0
868,Ardent Custodian,Epic,43,38,Weapon,Mace,10,76,2,15,0,0
869,Dazzling Longsword,Epic,41,36,Weapon,Sword,9,26,1,85,0,0
870,Fiery War Axe,Epic,40,35,Weapon,Axe,10,76,2,15,0,0
871,Flurry Axe,Epic,47,42,Weapon,Axe,14,81,2,96,0,0
873,Staff of Jordan,Epic,40,35,Weapon,Staff,10,88,2,17,0,0
878,Fist-sized Spinneret,Poor,20,0,Trade Goods,Other,0,2,0,0,0,1
890,Twisted Chanter's Staff,Rare,24,19,Weapon,Staff,1,75,0,35,0,0
922,Dacian Falx,Common,26,21,Weapon,Sword,1,20,0,24,0,0
929,Healing Potion,Common,22,12,Consumable,Potion,0,3,0,0,0,1
932,Fel Steed Saddlebags,Common,25,0,Container,Bag,0,25,0,6,1,0
933,Large Rucksack,Common,25,0,Container,Bag,1,0,0,25,0,0
934,Stalvan's Reaper,Rare,37,32,Weapon,Axe,5,34,1,6,0,0
935,Night Watch Shortsword,Rare,20,15,Weapon,Sword,0,87,0,17,0,0
936,Midnight Mace,Rare,38,33,Weapon,Mace,5,81,1,16,0,0
937,Black Duskwood Staff,Rare,38,33,Weapon,Staff,7,28,1,45,0,0
940,Robes of Insight,Epic,47,42,Armor,Cloth,6,28,1,25,0,0
942,Freezing Band,Epic,52,47,Armor,Miscellaneous,1,80,0,45,0,0
943,Warden Staff,Epic,48,43,Weapon,Staff,21,43,4,28,0,0
944,Elemental Mage Staff,Epic,61,56,Weapon,Staff,40,7,8,1,0,0
954,Scroll of Strength,Common,1,1,Consumable,Scroll,0,2,0,0,0,1
955,Scroll of Intellect,Common,1,1,Consumable,Scroll,0,1,0,0,0,1
1015,Lean Wolf Flank,Common,19,0,Trade Goods,Meat,0,0,0,0,0,1
1017,Seasoned Wolf Kabob,Common,25,15,Consumable,Food & Drink,0,4,0,1,0,1
1074,Hard Spider Leg Tip,Poor,1,0,Miscellaneous,Junk,0,19,0,4,0,1
1076,Defias Renegade Ring,Uncommon,25,20,Armor,Miscellaneous,0,26,0,6,0,0
1080,Tough Condor Meat,Common,15,0,Trade Goods,Meat,0,3,0,0,0,1
1081,Crisp Spider Meat,Common,15,0,Trade Goods,Meat,0,2,0,0,0,1
1121,Feet of the Lynx,Rare,24,19,Armor,Leather,0,53,0,10,0,0
1168,Skullflame Shield,Epic,59,54,Armor,Shield,21,14,4,22,0,0
1169,Blackskull Shield,Epic,46,41,Armor,Shield,9,40,1,88,0,0
1177,Oil of Olaf,Common,8,0,Consumable,Other,0,0,0,0,0,1
1179,Ice Cold Milk,Common,15,5,Consumable,Food & Drink,0,1,0,0,0,1
1180,Scroll of Stamina,Common,1,1,Consumable,Scroll,0,1,0,0,0,1
1181,Scroll of Spirit,Common,1,1,Consumable,Scroll,0,1,0,0,0,1
1195,Kobold Mining Shovel,Common,6,3,Weapon,Mace,0,2,0,0,0,0
1196,Tabar,Common,14,9,Weapon,Axe,0,22,0,4,0,0
1197,Giant Mace,Common,15,10,Weapon,Mace,0,26,0,5,0,0
1198,Claymore,Common,15,10,Weapon,Sword,0,26,0,5,0,0
1202,Wall Shield,Common,17,12,Armor,Shield,0,18,0,3,0,0
1203,Aegis of Stormwind,Rare,54,49,Armor,Shield,11,75,2,35,0,0
1204,The Green Tower,Epic,41,36,Armor,Shield,6,28,1,25,0,0
1205,Melon Juice,Common,25,15,Consumable,Food & Drink,0,5,0,0,0,1
1206,Moss Agate,Uncommon,25,0,Gem,Simple,0,16,0,4,0,1
1207,Murphstar,Uncommon,39,34,Weapon,Mace,4,94,0,98,0,0
1210,Shadowgem,Uncommon,20,0,Gem,Simple,0,10,0,2,0,1
1251,Linen Bandage,Common,1,0,Consumable,Bandage,0,0,0,0,0,1
1263,Brain Hacker,Epic,60,55,Weapon,Axe,39,53,7,90,0,0
1265,Scorpion Sting,Rare,39,34,Weapon,Sword,5,88,1,17,0,0
1274,Hops,Common,1,0,Quest,Quest,0,0,0,0,0,1
1288,Large Venom Sac,Common,1,0,Trade Goods,Other,0,7,0,1,0,1
1315,Lei of Lilies,Epic,51,46,Armor,Miscellaneous,5,20,1,30,0,0
1318,Night Reaver,Rare,23,18,Weapon,Axe,1,53,0,30,0,0
1355,Buckskin Cape,Uncommon,15,10,Armor,Cloth,0,10,0,2,0,0
1370,Ragged Leather Bracers,Poor,4,1,Armor,Leather,0,0,0,0,0,0
1395,Apprentice's Pants,Poor,1,1,Armor,Cloth,0,0,0,0,0,0
1396,Acolyte's Pants,Poor,1,1,Armor,Cloth,0,0,0,0,0,0
1411,Withered Staff,Poor,8,3,Weapon,Staff,0,3,0,0,0,0
1412,Crude Bastard Sword,Poor,7,2,Weapon,Sword,0,2,0,0,0,0
1414,Cracked Sledge,Poor,9,4,Weapon,Mace,0,4,0,0,0,0
1415,Carpenter's Mallet,Poor,9,4,Weapon,Mace,0,3,0,0,0,0
1417,Beaten Battle Axe,Poor,8,3,Weapon,Axe,0,3,0,0,0,0
1418,Worn Leather Belt,Poor,7,2,Armor,Leather,0,0,0,0,0,0
1425,Worn Leather Vest,Poor,9,4,Armor,Leather,0,1,0,0,0,0
1427,Patchwork Shoes,Poor,10,5,Armor,Cloth,0,1,0,0,0,0
1429,Patchwork Cloak,Poor,6,1,Armor,Cloth,0,0,0,0,0,0
1431,Patchwork Pants,Poor,8,3,Armor,Cloth,0,1,0,0,0,0
1433,Patchwork Armor,Poor,7,2,Armor,Cloth,0,0,0,0,0,0
1443,Jeweled Amulet of Cainwyn,Epic,60,55,Armor,Miscellaneous,8,44,2,11,0,0
1447,Ring of Saviors,Epic,46,41,Armor,Miscellaneous,9,10,2,27,0,0
1458,Shadowhide Maul,Uncommon,23,18,Weapon,Mace,1,31,0,26,0,0
1464,Buzzard Talon,Poor,1,0,Miscellaneous,Junk,0,2,0,0,0,1
1465,Tigerbane,Uncommon,38,33,Weapon,Dagger,4,91,0,98,0,0
1468,Murloc Fin,Common,16,0,Trade Goods,Meat,0,1,0,0,0,1
1470,Murloc Skin Bag,Common,25,0,Container,Bag,0,35,0,8,1,0
1475,Small Venom Sac,Common,1,0,Trade Goods,Other,0,3,0,0,0,1
1477,Scroll of Agility II,Common,25,15,Consumable,Scroll,0,3,0,0,0,1
1478,Scroll of Protection II,Common,25,15,Consumable,Scroll,0,2,0,0,0,1
1481,Grimclaw,Rare,25,20,Weapon,Axe,1,66,0,33,0,0
1482,Shadowfang,Rare,24,19,Weapon,Sword,1,48,0,29,0,0
1483,Face Smasher,Rare,21,16,Weapon,Mace,1,1,0,20,0,0
1484,Witching Stave,Rare,22,17,Weapon,Staff,1,46,0,29,0,0
1485,Pitchfork,Poor,25,20,Weapon,Polearm,0,70,0,14,0,0
1486,Tree Bark Jacket,Rare,24,19,Armor,Cloth,0,60,0,12,0,0
1488,Avenger's Armor,Rare,31,26,Armor,Mail,1,68,0,33,0,0
1491,Ring of Precision,Rare,25,20,Armor,Miscellaneous,0,88,0,22,0,0
1493,Heavy Marauder Scimitar,Rare,27,22,Weapon,Sword,1,96,0,39,0,0
1495,Calico Shoes,Poor,13,8,Armor,Cloth,0,2,0,0,0,0
1497,Calico Cloak,Poor,14,9,Armor,Cloth,0,3,0,0,0,0
1498,Calico Gloves,Poor,15,10,Armor,Cloth,0,2,0,0,0,0
1499,Calico Pants,Poor,11,6,Armor,Cloth,0,2,0,0,0,0
1501,Calico Tunic,Poor,13,8,Armor,Cloth,0,4,0,0,0,0
1502,Warped Leather Belt,Poor,14,9,Armor,Leather,0,3,0,0,0,0
1503,Warped Leather Boots,Poor,15,10,Armor,Leather,0,5,0,1,0,0
1504,Warped Leather Bracers,Poor,11,6,Armor,Leather,0,1,0,0,0,0
1505,Warped Cloak,Poor,12,7,Armor,Cloth,0,2,0,0,0,0
1507,Warped Leather Pants,Poor,14,9,Armor,Leather,0,6,0,1,0,0
1509,Warped Leather Vest,Poor,11,6,Armor,Leather,0,2,0,0,0,0
1510,Heavy Hammer,Poor,12,7,Weapon,Mace,0,7,0,1,0,0
1511,Commoner's Sword,Poor,13,8,Weapon,Sword,0,9,0,1,0,0
1512,Crude Battle Axe,Poor,12,7,Weapon,Axe,0,9,0,1,0,0
1514,Rusty Warhammer,Poor,14,9,Weapon,Mace,0,14,0,2,0,0
1515,Rough Wooden Staff,Poor,12,7,Weapon,Staff,0,9,0,1,0,0
1516,Worn Hatchet,Poor,14,9,Weapon,Axe,0,11,0,2,0,0
1520,Troll Sweat,Poor,1,0,Miscellaneous,Junk,0,2,0,0,0,1
1522,Headhunting Spear,Uncommon,36,31,Weapon,Polearm,5,11,1,2,0,0
1523,Huge Stone Club,Uncommon,36,31,Weapon,Mace,5,13,1,2,0,0
1529,Jade,Uncommon,35,0,Gem,Simple,0,28,0,7,0,1
1602,Sickle Axe,Rare,39,34,Weapon,Axe,5,84,1,16,0,0
1604,Chromatic Sword,Uncommon,45,40,Weapon,Sword,9,73,1,94,0,0
1607,Soulkeeper,Rare,54,49,Weapon,Staff,21,71,4,34,0,0
1608,Skullcrusher Mace,Uncommon,47,42,Weapon,Mace,9,47,1,89,0,0
1613,Spiritchaser Staff,Uncommon,44,39,Weapon,Staff,9,56,1,91,0,0
1624,Skullsplitter Helm,Uncommon,43,38,Armor,Mail,3,8,0,61,0,0
1625,Exquisite Flamberge,Uncommon,41,36,Weapon,Sword,7,37,1,47,0,0
1630,Broken Electro-lantern,Poor,1,0,Miscellaneous,Junk,0,2,0,0,0,1
1639,Grinning Axe,Uncommon,49,44,Weapon,Axe,14,23,2,84,0,0
1640,Monstrous War Axe,Uncommon,42,37,Weapon,Axe,7,81,1,56,0,0
1645,Moonberry Juice,Common,45,35,Consumable,Food & Drink,0,20,0,1,0,1
1678,Black Ogre Kickers,Rare,37,32,Armor,Mail,2,29,0,45,0,0
1679,Korg Bat,Uncommon,36,31,Weapon,Mace,4,81,0,96,0,0
1685,Troll-hide Bag,Common,45,0,Container,Bag,2,50,0,62,0,0
1688,Long Soft Tail,Poor,1,0,Miscellaneous,Junk,0,32,0,8,0,1
1701,Curved Basilisk Claw,Poor,1,0,Miscellaneous,Junk,0,15,0,3,0,1
1702,Intact Basilisk Spine,Poor,1,0,Miscellaneous,Junk,0,12,0,3,0,1
1703,Crystal Basilisk Spine,Common,35,25,Consumable,Other,0,3,0,0,0,1
1705,Lesser Moonstone,Uncommon,30,0,Gem,Simple,0,24,0,6,0,1
1707,Stormwind Brie,Common,35,25,Consumable,Food & Drink,0,10,0,0,0,1
1708,Sweet Nectar,Common,35,25,Consumable,Food & Drink,0,10,0,0,0,1
1710,Greater Healing Potion,Common,31,21,Consumable,Potion,0,5,0,1,0,1
1711,Scroll of Stamina II,Common,20,15,Consumable,Scroll,0,3,0,0,0,1
1712,Scroll of Spirit II,Common,25,15,Consumable,Scroll,0,2,0,0,0,1
1713,Ankh of Life,Rare,45,40,Armor,Miscellaneous,2,14,0,53,0,0
1714,Necklace of Calisea,Rare,43,38,Armor,Miscellaneous,1,1,0,25,0,0
1715,Polished Jazeraint Armor,Rare,44,39,Armor,Mail,5,15,1,3,0,0
1716,Robe of the Magi,Rare,40,35,Armor,Cloth,2,53,0,50,0,0
1717,Double Link Tunic,Rare,30,25,Armor,Mail,1,55,0,31,0,0
1718,Basilisk Hide Pants,Rare,43,38,Armor,Leather,4,2,0,80,0,0
1720,Tanglewood Staff,Rare,46,41,Weapon,Staff,13,10,2,62,0,0
1721,Viking Warhammer,Rare,54,49,Weapon,Mace,17,90,3,58,0,0
1722,Thornstone Sledgehammer,Rare,42,37,Weapon,Mace,9,70,1,94,0,0
1725,Large Knapsack,Common,35,0,Container,Bag,2,0,0,50,0,0
1726,Poison-tipped Bone Spear,Rare,36,31,Weapon,Polearm,6,9,1,21,0,0
1727,Sword of Decay,Rare,28,23,Weapon,Sword,2,28,0,45,0,0
1728,Teebu's Blazing Longsword,Epic,65,60,Weapon,Sword,36,46,7,29,1,0
1730,Worn Mail Belt,Poor,12,7,Armor,Mail,0,2,0,0,0,0
1731,Worn Mail Boots,Poor,13,8,Armor,Mail,0,4,0,0,0,0
1733,Worn Cloak,Poor,15,10,Armor,Cloth,0,4,0,0,0,0
1734,Worn Mail Gloves,Poor,11,6,Armor,Mail,0,1,0,0,0,0
1735,Worn Mail Pants,Poor,12,7,Armor,Mail,0,4,0,0,0,0
1737,Worn Mail Vest,Poor,14,9,Armor,Mail,0,6,0,1,0,0
1738,Laced Mail Belt,Poor,19,14,Armor,Mail,0,7,0,1,0,0
1739,Laced Mail Boots,Poor,20,15,Armor,Mail,0,12,0,2,0,0
1740,Laced Mail Bracers,Poor,16,11,Armor,Mail,0,4,0,0,0,0
1741,Laced Cloak,Poor,17,12,Armor,Cloth,0,5,0,1,0,0
1742,Laced Mail Gloves,Poor,18,13,Armor,Mail,0,6,0,1,0,0
1743,Laced Mail Pants,Poor,19,14,Armor,Mail,0,14,0,2,0,0
1744,Laced Mail Shoulderpads,Poor,20,15,Armor,Mail,0,13,0,2,0,0
1745,Laced Mail Vest,Poor,16,11,Armor,Mail,0,9,0,1,0,0
1746,Linked Chain Belt,Poor,25,20,Armor,Mail,0,16,0,3,0,0
1747,Linked Chain Boots,Poor,21,16,Armor,Mail,0,15,0,3,0,0
1748,Linked Chain Bracers,Poor,22,17,Armor,Mail,0,11,0,2,0,0
1751,Linked Chain Pants,Poor,25,20,Armor,Mail,0,33,0,6,0,0
1752,Linked Chain Shoulderpads,Poor,21,16,Armor,Mail,0,14,0,2,0,0
1753,Linked Chain Vest,Poor,22,17,Armor,Mail,0,21,0,4,0,0
1754,Reinforced Chain Belt,Poor,26,21,Armor,Mail,0,17,0,3,0,0
1755,Reinforced Chain Boots,Poor,27,22,Armor,Mail,0,29,0,5,0,0
1757,Reinforced Chain Cloak,Poor,29,24,Armor,Cloth,0,24,0,4,0,0
1758,Reinforced Chain Gloves,Poor,30,25,Armor,Mail,0,26,0,5,0,0
1760,Reinforced Chain Shoulderpads,Poor,27,22,Armor,Mail,0,30,0,6,0,0
1761,Reinforced Chain Vest,Poor,28,23,Armor,Mail,0,44,0,8,0,0
1764,Canvas Shoes,Poor,17,12,Armor,Cloth,0,5,0,1,0,0
1766,Canvas Cloak,Poor,18,13,Armor,Cloth,0,6,0,1,0,0
1767,Canvas Gloves,Poor,19,14,Armor,Cloth,0,5,0,1,0,0
1768,Canvas Pants,Poor,20,15,Armor,Cloth,0,10,0,2,0,0
1769,Canvas Shoulderpads,Poor,20,15,Armor,Cloth,0,8,0,1,0,0
1770,Canvas Vest,Poor,17,12,Armor,Cloth,0,7,0,1,0,0
1772,Brocade Shoes,Poor,23,18,Armor,Cloth,0,12,0,2,0,0
1775,Brocade Gloves,Poor,25,20,Armor,Cloth,0,10,0,2,0,0
1776,Brocade Pants,Poor,21,16,Armor,Cloth,0,12,0,2,0,0
1777,Brocade Shoulderpads,Poor,22,17,Armor,Cloth,0,11,0,2,0,0
1778,Brocade Vest,Poor,23,18,Armor,Cloth,0,16,0,3,0,0
1780,Cross-stitched Sandals,Poor,29,24,Armor,Cloth,0,24,0,4,0,0
1785,Cross-stitched Shoulderpads,Poor,28,23,Armor,Cloth,0,23,0,4,0,0
1786,Cross-stitched Vest,Poor,29,24,Armor,Cloth,0,34,0,6,0,0
1787,Patched Leather Belt,Poor,18,13,Armor,Leather,0,5,0,1,0,0
1788,Patched Leather Boots,Poor,19,14,Armor,Leather,0,8,0,1,0,0
1790,Patched Cloak,Poor,16,11,Armor,Cloth,0,4,0,0,0,0
1791,Patched Leather Gloves,Poor,17,12,Armor,Leather,0,4,0,0,0,0
1792,Patched Leather Pants,Poor,18,13,Armor,Leather,0,10,0,2,0,0
1793,Patched Leather Shoulderpads,Poor,20,15,Armor,Leather,0,10,0,2,0,0
1794,Patched Leather Jerkin,Poor,20,15,Armor,Leather,0,13,0,2,0,0
1795,Rawhide Belt,Poor,24,19,Armor,Leather,0,11,0,2,0,0
1796,Rawhide Boots,Poor,25,20,Armor,Leather,0,20,0,4,0,0
1799,Rawhide Gloves,Poor,23,18,Armor,Leather,0,10,0,2,0,0
1801,Rawhide Shoulderpads,Poor,25,20,Armor,Leather,0,20,0,4,0,0
1802,Rawhide Tunic,Poor,21,16,Armor,Leather,0,16,0,3,0,0
1803,Tough Leather Belt,Poor,30,25,Armor,Leather,0,23,0,4,0,0
1806,Tough Cloak,Poor,28,23,Armor,Cloth,0,23,0,4,0,0
1807,Tough Leather Gloves,Poor,29,24,Armor,Leather,0,19,0,3,0,0
1808,Tough Leather Pants,Poor,30,25,Armor,Leather,0,42,0,8,0,0
1809,Tough Leather Shoulderpads,Poor,26,21,Armor,Leather,0,22,0,4,0,0
1810,Tough Leather Armor,Poor,27,22,Armor,Leather,0,32,0,6,0,0
1811,Blunt Claymore,Poor,17,12,Weapon,Sword,0,22,0,4,0,0
1812,Short-handled Battle Axe,Poor,17,12,Weapon,Axe,0,22,0,4,0,0
1813,Chipped Quarterstaff,Poor,18,13,Weapon,Staff,0,26,0,5,0,0
1814,Battered Mallet,Poor,19,14,Weapon,Mace,0,30,0,6,0,0
1815,Ornamental Mace,Poor,17,12,Weapon,Mace,0,18,0,3,0,0
1816,Unbalanced Axe,Poor,19,14,Weapon,Axe,0,24,0,4,0,0
1817,Stock Shortsword,Poor,19,14,Weapon,Sword,0,25,0,5,0,0
1818,Standard Claymore,Poor,24,19,Weapon,Sword,0,61,0,12,0,0
1819,Gouging Pick,Poor,22,17,Weapon,Axe,0,38,0,7,0,0
1820,Wooden Maul,Poor,22,17,Weapon,Mace,0,48,0,9,0,0
1821,Warped Blade,Poor,24,19,Weapon,Sword,0,49,0,9,0,0
1822,Cedar Walking Stick,Poor,23,18,Weapon,Staff,0,54,0,10,0,0
1823,Bludgeoning Cudgel,Poor,22,17,Weapon,Mace,0,38,0,7,0,0
1824,Shiny War Axe,Poor,23,18,Weapon,Axe,0,55,0,11,0,0
1825,Bulky Bludgeon,Poor,28,23,Weapon,Mace,0,77,0,15,0,0
1826,Rock Maul,Poor,27,22,Weapon,Mace,0,88,0,17,0,0
1827,Meat Cleaver,Poor,27,22,Weapon,Axe,0,64,0,12,0,0
1828,Stone War Axe,Poor,27,22,Weapon,Axe,0,80,0,16,0,0
1829,Short Cutlass,Poor,29,24,Weapon,Sword,0,78,0,15,0,0
1830,Long Bastard Sword,Poor,28,23,Weapon,Sword,0,89,0,17,0,0
1831,Oaken War Staff,Poor,28,23,Weapon,Staff,0,89,0,17,0,0
1835,Dirty Leather Belt,Common,5,1,Armor,Leather,0,0,0,0,0,0
1843,Tanned Leather Belt,Common,17,12,Armor,Leather,0,7,0,1,0,0
1844,Tanned Leather Bracers,Common,17,12,Armor,Leather,0,7,0,1,0,0
1845,Chainmail Belt,Common,17,12,Armor,Mail,0,8,0,1,0,0
1846,Chainmail Bracers,Common,17,12,Armor,Mail,0,8,0,1,0,0
1849,Cured Leather Belt,Common,22,17,Armor,Leather,0,13,0,2,0,0
1850,Cured Leather Bracers,Common,22,17,Armor,Leather,0,13,0,2,0,0
1852,Scalemail Bracers,Common,22,17,Armor,Mail,0,16,0,3,0,0
1853,Scalemail Belt,Common,22,17,Armor,Mail,0,16,0,3,0,0
1925,Defias Rapier,Uncommon,16,11,Weapon,Sword,0,39,0,7,0,0
1929,Silk-threaded Trousers,Uncommon,18,13,Armor,Cloth,0,21,0,4,0,0
1930,Stonemason Cloak,Uncommon,18,13,Armor,Cloth,0,16,0,3,0,0
1933,Staff of Conjuring,Uncommon,15,10,Weapon,Staff,0,45,0,9,0,0
1935,Assassin's Blade,Rare,24,19,Weapon,Dagger,1,48,0,29,0,0
1943,Goblin Mail Leggings,Uncommon,19,14,Armor,Mail,0,35,0,7,0,0
1944,Metalworking Gloves,Uncommon,18,13,Armor,Leather,0,12,0,2,0,0
1945,Woodworking Gloves,Uncommon,18,13,Armor,Leather,0,13,0,2,0,0
1951,Blackwater Cutlass,Uncommon,19,14,Weapon,Sword,0,62,0,12,0,0
